
3.839,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.027,0.059,0.049,0.041,-0.071,-0.234,-0.493
3.938,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.009,0.051,0.043,0.021,-0.062,-0.238,-0.471
4.039,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.038,0.060,0.035,0.042,-0.072,-0.203,-0.450
4.139,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.036,0.046,0.028,0.027,-0.010,-0.182,-0.394
4.239,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.041,0.042,0.039,0.046,-0.086,-0.226,-0.478
4.339,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.030,0.049,0.030,0.042,-0.059,-0.210,-0.454
4.440,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.033,0.046,0.036,0.090,0.109,0.060,-0.032
4.540,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.036,0.032,0.035,0.081,0.101,0.061,-0.032
4.640,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.032,0.064,0.045,0.093,0.109,0.078,-0.012
4.740,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.032,0.044,0.037,0.063,0.097,0.064,-0.026
4.841,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.032,0.046,0.045,0.066,0.101,0.104,0.092
4.941,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.034,0.056,0.037,0.068,0.116,0.112,0.099
5.040,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.031,0.044,0.031,0.058,0.111,0.115,0.111
5.141,0.000,0.667,0.667,0.667,0.000,0.000,0.000,0.000,5.386,0.035,0.043,0.036,0.054,0.106,0.104,0.101
5.241,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.031,0.044,0.051,0.071,0.103,0.102,0.092
5.341,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.029,0.048,0.034,0.059,0.107,0.104,0.099
5.441,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.036,0.034,0.034,0.073,0.124,0.125,0.121
5.541,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.037,0.030,0.040,0.078,0.127,0.136,0.137
5.640,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.047,0.047,0.033,0.070,0.117,0.121,0.118
5.741,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,-0.003,0.053,0.304,0.251,0.264,0.229,0.210
5.841,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.036,0.057,0.130,0.144,0.169,0.160,0.145
5.941,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.032,0.050,0.097,0.126,0.150,0.145,0.145
6.041,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.021,0.035,0.171,0.111,0.142,0.129,0.125
6.142,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.068,0.051,0.025,0.056,0.109,0.121,0.155
6.242,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.036,0.036,0.035,0.056,0.115,0.118,0.154
6.342,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.034,0.064,0.041,0.063,0.121,0.126,0.157
6.442,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.096,0.052,0.051,0.064,0.117,0.120,0.160
6.543,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.043,0.052,0.087,0.799,1.344,1.565,1.766
6.643,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.033,0.049,0.040,0.753,1.325,1.560,1.767
6.742,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.037,0.008,0.038,0.755,1.339,1.573,1.782
6.843,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.046,0.071,0.040,0.774,1.374,1.621,1.828
6.944,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.033,0.073,0.143,1.025,1.907,2.386,2.794
7.044,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.053,0.062,0.037,0.962,1.866,2.341,2.782
7.143,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.039,0.022,0.038,0.960,1.829,2.317,2.770
7.244,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.034,0.047,0.029,0.961,1.861,2.350,2.820
7.344,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.006,0.051,0.076,0.970,1.887,2.368,2.841
7.444,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.036,0.063,0.135,1.046,1.940,2.407,2.858
7.544,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.074,0.050,0.027,0.945,1.881,2.373,2.836
7.645,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.027,0.033,0.031,0.632,1.381,1.848,2.406
7.745,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.045,0.052,0.054,0.647,1.385,1.867,2.416
7.845,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.031,0.044,0.046,0.622,1.355,1.811,2.382
7.945,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.033,0.048,0.061,0.671,1.378,1.892,2.399
8.046,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.033,0.051,0.035,0.187,0.566,0.845,1.302
8.146,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.036,0.044,0.040,0.199,0.576,0.842,1.332
8.245,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.034,0.041,0.021,0.211,0.541,0.803,1.255
8.346,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.023,0.047,0.073,0.173,0.544,0.838,1.248
8.446,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.034,0.048,0.036,0.160,0.506,0.799,1.265
8.546,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.043,0.020,0.018,0.164,0.595,0.850,1.247
8.645,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.030,0.039,0.064,0.194,0.553,0.800,1.226
8.746,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.039,0.049,0.034,0.242,0.615,0.842,1.283
8.846,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.033,0.043,0.053,0.189,0.555,0.804,1.224
8.946,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.134,0.060,0.031,0.172,0.551,0.802,1.215
9.046,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.037,0.052,0.053,0.215,0.528,0.747,1.186
9.147,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.046,0.028,0.030,0.030,0.126,0.206,0.441
9.247,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.033,0.035,0.070,0.024,0.121,0.217,0.463
9.347,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.089,0.067,0.029,0.010,0.143,0.214,0.468
9.447,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.023,0.028,0.041,0.005,0.089,0.157,0.386
9.548,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.035,0.055,0.038,-0.028,-0.000,-0.008,0.122
9.648,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.052,0.050,0.031,-0.034,-0.022,-0.017,0.117
9.748,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.033,0.056,0.063,-0.017,0.013,0.002,0.132
9.848,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.035,0.060,0.042,-0.026,0.004,0.003,0.126
9.949,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.033,0.061,0.059,-0.024,-0.022,-0.051,0.007
10.049,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.049,0.049,0.044,0.003,0.008,-0.029,0.037
10.149,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.039,0.059,0.037,-0.030,-0.034,-0.060,-0.003
10.249,0.000,0.667,0.667,2.667,0.000,0.000,0.000,0.000,5.386,0.051,0.048,0.052,-0.023,-0.026,-0.057,0.003
10.350,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.032,0.036,0.042,0.016,0.004,-0.045,-0.024
10.451,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.039,0.050,0.045,-0.896,-1.557,-1.877,-2.076
10.552,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.089,-0.007,0.034,-0.958,-1.867,-2.414,-2.840
10.652,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.054,0.070,0.071,-0.936,-1.844,-2.380,-2.812
10.752,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.077,0.070,0.232,-0.779,-1.721,-2.307,-2.757
10.852,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.043,0.044,0.045,-0.900,-1.830,-2.380,-2.794
10.953,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.040,0.094,0.045,-0.453,-1.122,-1.638,-2.109
11.053,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.057,0.003,0.048,-0.522,-1.202,-1.760,-2.224
11.153,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.036,0.062,0.115,-0.545,-1.234,-1.726,-2.214
11.253,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.003,0.063,0.330,-0.346,-1.036,-1.597,-2.151
11.354,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.052,0.009,0.033,-0.004,-0.269,-0.500,-0.872
11.454,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.023,0.057,0.129,-0.030,-0.270,-0.556,-0.904
11.553,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.039,0.065,0.035,0.003,-0.238,-0.560,-0.911
11.654,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.086,0.016,0.036,-0.044,-0.198,-0.493,-0.880
11.754,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.070,0.061,0.054,0.019,-0.244,-0.557,-0.851
11.854,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.025,0.033,0.090,-0.058,-0.271,-0.588,-0.900
11.953,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.139,0.081,0.190,0.094,-0.165,-0.475,-0.850
12.054,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.046,-0.018,0.039,-0.029,-0.266,-0.572,-0.914
12.154,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.027,0.068,0.372,0.165,-0.092,-0.380,-0.814
12.253,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.043,0.052,0.043,-0.016,-0.193,-0.441,-0.821
12.354,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.029,0.057,0.105,-0.017,-0.197,-0.478,-0.831
12.455,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.053,-0.008,0.037,0.133,0.118,0.043,-0.108
12.555,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.042,0.062,0.091,0.071,0.036,-0.031,-0.198
12.654,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.037,0.026,0.044,0.115,0.096,0.031,-0.158
12.755,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,-0.017,0.099,0.420,0.291,0.222,0.095,-0.073
12.855,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.038,0.039,0.039,0.091,0.074,-0.022,-0.164
12.955,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.002,0.056,0.239,0.209,0.168,0.060,-0.093
13.054,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.067,-0.015,0.040,0.113,0.094,0.027,-0.122
13.155,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.029,0.176,0.196,0.182,0.175,0.075,-0.100
13.255,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.074,0.061,0.039,0.107,0.064,-0.001,-0.138
13.355,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.033,0.050,0.059,0.094,0.097,0.029,-0.145
13.455,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.052,0.075,0.012,0.068,0.073,-0.037,-0.159
13.556,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.003,0.088,0.136,0.123,0.165,0.152,0.112
13.656,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.030,0.044,0.037,0.147,0.211,0.208,0.171
13.756,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.041,0.037,0.099,0.116,0.144,0.138,0.100
13.856,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.050,0.068,0.021,0.108,0.166,0.166,0.130
13.957,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.024,0.055,0.094,0.077,0.128,0.120,0.144
14.057,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.083,0.070,0.035,0.077,0.120,0.134,0.153
14.157,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.032,0.057,0.138,0.179,0.233,0.215,0.222
14.257,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.039,0.058,0.098,0.088,0.146,0.155,0.186
14.358,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.110,0.049,0.039,0.100,0.165,0.186,0.234
14.458,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.039,0.058,0.041,0.136,0.209,0.220,0.269
14.558,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.021,0.064,0.158,0.128,0.168,0.171,0.211
14.658,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.068,-0.018,0.013,0.079,0.136,0.149,0.201
14.759,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.087,0.029,0.035,1.032,1.744,2.032,2.303
14.859,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,-0.021,0.060,0.395,1.110,1.802,2.066,2.320
14.960,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.168,-0.009,0.028,1.021,1.738,2.036,2.288
15.059,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.077,-0.003,0.038,1.033,1.965,2.491,2.969
15.160,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.046,0.001,0.041,1.065,1.993,2.498,2.991
15.261,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.037,0.070,0.030,1.001,1.958,2.476,2.965
15.361,0.000,0.667,0.667,5.333,0.000,0.000,0.000,0.000,5.386,0.039,0.062,0.024,0.531,1.311,1.758,2.316
15.461,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,-0.005,0.074,0.411,0.683,1.402,1.811,2.337
15.561,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.049,-0.016,0.041,0.553,1.251,1.736,2.259
15.661,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.030,0.108,0.257,0.694,1.364,1.764,2.329
15.761,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.093,0.064,0.097,0.607,1.252,1.744,2.256
15.862,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,-0.047,0.065,0.306,0.378,0.699,0.926,1.315
15.962,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.050,0.055,0.081,0.229,0.561,0.824,1.256
16.062,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.203,-0.009,0.015,0.266,0.573,0.871,1.313
16.162,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,-0.028,0.069,0.461,0.489,0.771,0.995,1.340
16.263,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.057,0.057,0.110,0.063,0.194,0.270,0.539
16.363,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.043,0.089,0.041,0.097,0.252,0.342,0.582
16.463,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.075,0.070,0.457,0.323,0.367,0.388,0.608
16.563,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.083,0.076,0.061,0.015,0.102,0.213,0.477
16.664,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.184,0.060,0.092,0.008,0.030,0.026,0.166
16.764,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.078,0.075,0.038,0.007,0.042,0.044,0.178
16.864,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.022,0.055,0.042,0.045,0.071,0.061,0.201
16.964,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,-0.016,0.113,0.410,0.225,0.190,0.139,0.251
17.064,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.006,0.054,0.077,-0.009,0.003,0.002,0.142
17.165,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.034,0.054,0.061,-0.005,-0.002,-0.026,0.040
17.265,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.071,0.029,0.040,0.028,0.050,0.023,0.091
17.365,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.132,0.031,0.019,0.010,0.005,-0.014,0.052
17.464,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.043,0.035,0.049,0.084,0.094,0.073,0.130
17.565,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.029,0.071,0.153,0.111,0.105,0.048,0.103
17.665,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.016,0.053,0.108,0.004,0.013,-0.019,0.054
17.765,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.057,0.061,0.075,0.002,0.007,-0.013,0.054
17.865,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.104,0.033,0.006,-0.002,0.013,0.004,0.077
17.966,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.060,0.090,0.060,-0.010,-0.013,-0.045,-0.016
18.066,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.088,0.056,0.050,0.001,-0.005,-0.037,-0.013
18.166,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.055,0.009,0.064,0.035,0.019,-0.007,0.013
18.266,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.051,0.004,0.046,0.005,-0.024,-0.064,-0.042
18.367,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,-0.022,0.150,0.185,-0.780,-1.404,-1.708,-1.875
18.467,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.042,0.060,0.081,-0.826,-1.455,-1.767,-1.913
18.567,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.096,0.069,0.090,-0.783,-1.411,-1.727,-1.881
18.666,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.101,0.212,0.053,-0.804,-1.440,-1.737,-1.884
18.767,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.050,-0.050,0.034,-0.814,-1.448,-1.735,-1.893
18.868,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.047,0.018,0.025,-0.928,-1.792,-2.324,-2.723
18.968,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.067,0.023,0.037,-0.918,-1.803,-2.318,-2.729
19.068,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.178,0.045,0.032,-0.921,-1.817,-2.324,-2.713
19.168,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.063,0.006,0.057,-0.887,-1.779,-2.302,-2.705
19.269,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.074,0.055,0.099,-0.577,-1.342,-1.883,-2.405
19.369,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.121,0.076,0.122,-0.603,-1.384,-1.932,-2.402
19.469,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.112,0.029,0.045,-0.603,-1.373,-1.863,-2.377
19.568,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.057,0.056,0.062,-0.587,-1.368,-1.858,-2.373
19.669,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.020,0.067,0.082,-0.628,-1.402,-1.876,-2.374
19.769,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,0.017,0.069,0.189,-0.596,-1.295,-1.842,-2.352
19.869,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,-0.002,0.186,0.247,-0.534,-1.302,-1.846,-2.343
19.968,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,-0.038,0.070,0.123,-0.609,-1.362,-1.876,-2.376
20.069,0.000,0.667,0.667,8.000,0.000,0.000,0.000,0.000,5.386,-0.027,0.064,0.263,-0.542,-1.303,-1.847,-2.348
